ID,Comment,Cleaned_Comment,Lemmatized_Comment,Label
2327,This SEND button is like a missle launcher!,send button like missle launcher,send button like missle launcher,neutral
2328,"Lately I've been thinking a lot about a script writer's target audience. Specifically, the baseline of intelligence they take for granted. By 'intelligence' I mean both raw brain computing power but also knows the language of storytelling - i.e. wrote a dissertation on ""Chekhov's gun.""",lately ive thinking lot script writers target audience specifically baseline intelligence take granted intelligence mean raw brain computing power also knows language storytelling ie wrote dissertation chekhovs gun,lately ive thinking lot script writer target audience specifically baseline intelligence take granted intelligence mean raw brain computing power also know language storytelling ie wrote dissertation chekhov gun,negative
2329,Can I get a HOLY SHIT??,get holy shit,get holy shit,negative
2330,I’ve never heard anyone revere Illinois before this film,ive never heard anyone revere illinois film,ive never heard anyone revere illinois film,neutral
2331,Two families interacting in surprising and unexpected ways.,two families interacting surprising unexpected ways,two family interacting surprising unexpected way,positive
2332,"It's always interesting to see movies like this in the theater, surrounded by other people reactions, when a director forces viewers to recognize that that joke they were laughing at a few minutes ago -- here, comments about the stench of certain people -- aren't so funny when you can't pretend they don't have class connotations. It's impossible to befriend the ruling class, who pit working class people against each other and make them believe that the rich are actually their saviors. At best, the ruling class will only ever let you be their dirty basement dwellers, necessary bodies for the upkeep of luxury, but best if not seen, heard, or (god forbid) smelled.",always interesting see movies like theater surrounded people reactions director forces viewers recognize joke laughing minutes ago comments stench certain people arent funny cant pretend dont class connotations impossible befriend ruling class pit working class people make believe rich actually saviors best ruling class ever let dirty basement dwellers necessary bodies upkeep luxury best seen heard god forbid smelled,always interesting see movie like theater surrounded people reaction director force viewer recognize joke laughing minute ago comment stench certain people arent funny cant pretend dont class connotation impossible befriend ruling class pit working class people make believe rich actually savior best ruling class ever let dirty basement dweller necessary body upkeep luxury best seen heard god forbid smelled,positive
2333,i couldn't have enjoyed that more,couldnt enjoyed,couldnt enjoyed,positive
2334,Even better the second time. And watching this with a full crowd in a theater this time was amazing.,even better second time watching full crowd theater time amazing,even better second time watching full crowd theater time amazing,positive
2335,"Less about class warfare, more about class survival: the poor fighting each other over the rich's scraps, while servitude is a role to play in front of the cameras. Bong Joon-ho is one of the most playful present-day filmmakers, and in Parasite he is at his most mischievous. I totally understand the ""masterpiece"" chants. And yet... Some people on this website are making interesting comparisons and contrasts with Jordan Peeles's Us, so let me add one of my own: situations, set-pieces, and the effects that Bong can create with them is what matters the most to him. Peele is more interested in his characters, they are more vivid – he never leaves a character, it's one of the reasons that Us often feels inflated. Meanwhile, Bong abandons the younger characters for the older ones (a big mistake, in my opinion) as soon as he loses interest in them, only returning when he needs them to bookend his picture.",less class warfare class survival poor fighting richs scraps servitude role play front cameras bong joonho one playful presentday filmmakers parasite mischievous totally understand masterpiece chants yet people website making interesting comparisons contrasts jordan peeless us let add one situations setpieces effects bong create matters peele interested characters vivid never leaves character one reasons us often feels inflated meanwhile bong abandons younger characters older ones big mistake opinion soon loses interest returning needs bookend picture,less class warfare class survival poor fighting rich scrap servitude role play front camera bong joonho one playful presentday filmmaker parasite mischievous totally understand masterpiece chant yet people website making interesting comparison contrast jordan peeless u let add one situation setpieces effect bong create matter peele interested character vivid never leaf character one reason u often feel inflated meanwhile bong abandon younger character older one big mistake opinion soon loses interest returning need bookend picture,positive
2336,Near perfect.,near perfect,near perfect,positive
2337,"As pitch-perfect as a film can be, Bong Joon-Ho's Parasite seamlessly blends drama, thriller, comedy, horror and satire into a breathless, shape-shifting rollercoaster of a cinematic gem. Early frontrunner for best film of 2019.",pitchperfect film bong joonhos parasite seamlessly blends drama thriller comedy horror satire breathless shapeshifting rollercoaster cinematic gem early frontrunner best film 2019,pitchperfect film bong joonhos parasite seamlessly blend drama thriller comedy horror satire breathless shapeshifting rollercoaster cinematic gem early frontrunner best film 2019,positive
2338,Wow... Just Wow,wow wow,wow wow,positive
2339,"parasite drew full-body physical reactions from me like almost no other film has. the excruciatingly tense and twisty story, especially that endless night in the house, were impossible to look away from, even as the deception and indulgence evolved from mischievous and hilarious to horrifically brutal and desperate. the sickening lengths that the lower class must go to for survival, and the frequent inability to let go of the idea of wealth (it’s so…metaphorical), are presented through different lenses - witty one minute, melancholy the next - that never clash. in conclusion…we’re getting bong joon-ho that oscar",parasite drew fullbody physical reactions like almost film excruciatingly tense twisty story especially endless night house impossible look away even deception indulgence evolved mischievous hilarious horrifically brutal desperate sickening lengths lower class must go survival frequent inability let go idea wealth sometaphorical presented different lenses witty one minute melancholy next never clash conclusionwere getting bong joonho oscar,parasite drew fullbody physical reaction like almost film excruciatingly tense twisty story especially endless night house impossible look away even deception indulgence evolved mischievous hilarious horrifically brutal desperate sickening length lower class must go survival frequent inability let go idea wealth sometaphorical presented different lens witty one minute melancholy next never clash conclusionwere getting bong joonho oscar,negative
2340,"What's the purpose of a film review really? To tell the reader if a movie is good? Parasite is. To help you decide if you should bother seeing it? You absolutely should. And then, finally, to lay out the premise of the plot, critique the artistic decisions of the cast and crew, and discuss what the film is revealing about modern day society, all without giving the film’s secrets away? Well, that’s a bit trickier a task when it comes to this film. Parasite is difficult enough to categorise and discuss with someone who’s already watched it, much less with people who haven’t yet seen it.",whats purpose film review really tell reader movie good parasite help decide bother seeing absolutely finally lay premise plot critique artistic decisions cast crew discuss film revealing modern day society without giving films secrets away well thats bit trickier task comes film parasite difficult enough categorise discuss someone whos already watched much less people havent yet seen,whats purpose film review really tell reader movie good parasite help decide bother seeing absolutely finally lay premise plot critique artistic decision cast crew discus film revealing modern day society without giving film secret away well thats bit trickier task come film parasite difficult enough categorise discus someone who already watched much less people havent yet seen,positive
2341,Watched at IFC Center in New York City,watched ifc center new york city,watched ifc center new york city,positive
2342,"bong owns my whole ass. amazing. so funny! so sad! somehow fantastical?! beautiful cinematography--HE HAND-DRAWS THE STORYBOARDS HIMSELF! truly struck by that shot of the stairs in the rain, with the family going down, down, down, down. only thing missing for me was a scammer montage cut to a talking heads song, which would have made it the greatest film ever made. still, comes pretty close!",bong owns whole ass amazing funny sad somehow fantastical beautiful cinematographyhe handdraws storyboards truly struck shot stairs rain family going thing missing scammer montage cut talking heads song would made greatest film ever made still comes pretty close,bong owns whole as amazing funny sad somehow fantastical beautiful cinematographyhe handdraws storyboards truly struck shot stair rain family going thing missing scammer montage cut talking head song would made greatest film ever made still come pretty close,positive
2343,"Director Bong Joon-ho (Snowpiercer) takes his work to the next level in Parasite, a film likely to be my favorite of 2019. It may even make my ""best films of the 21st century"" list!",director bong joonho snowpiercer takes work next level parasite film likely favorite 2019 may even make best films 21st century list,director bong joonho snowpiercer take work next level parasite film likely favorite 2019 may even make best film 21st century list,positive
2344,this did to rich people what gone girl did to men and let me tell you its glorious,rich people gone girl men let tell glorious,rich people gone girl men let tell glorious,positive
2345,PLEASE don't watch the stupid leak. I can't imagine anyone watching this on a tiny ass laptop screen.,please dont watch stupid leak cant imagine anyone watching tiny ass laptop screen,please dont watch stupid leak cant imagine anyone watching tiny as laptop screen,negative
2346,"Aristotle wrote that metaphors by analogy are most well-liked, and it’s not hard to see why through the case of Parasite. It’s a digestibly biting piece of class commentary in classic Bong Joon-Ho fashion. The film follows the broke and unemployed Kim family as they infest their way into working for the affluent Park family. The delectable pleasure of a scam turns sour once a seedier class below the Kim's (literally) is revealed and gnaws through their ruse.",aristotle wrote metaphors analogy wellliked hard see case parasite digestibly biting piece class commentary classic bong joonho fashion film follows broke unemployed kim family infest way working affluent park family delectable pleasure scam turns sour seedier class kims literally revealed gnaws ruse,aristotle wrote metaphor analogy wellliked hard see case parasite digestibly biting piece class commentary classic bong joonho fashion film follows broke unemployed kim family infest way working affluent park family delectable pleasure scam turn sour seedier class kims literally revealed gnaws ruse,positive
2347,"one of the best films of the year, without a doubt",one best films year without doubt,one best film year without doubt,positive
2348,WAT. WOW. parasite is filled with layers and layers of complexity and still remains to be entirely fluid and fit right in together. i just hope this comes out in theaters near me so i have a chance to watch it on the big screen WHAAAT,wat wow parasite filled layers layers complexity still remains entirely fluid fit right together hope comes theaters near chance watch big screen whaaat,wat wow parasite filled layer layer complexity still remains entirely fluid fit right together hope come theater near chance watch big screen whaaat,positive
2349,Still amazed by how good Parasite is.,still amazed good parasite,still amazed good parasite,positive
2350,Amazing storytelling coupled with beautiful direction. I found a lot of the acting a bit so-so and one or two characters ever so slightly uninteresting...but the way the plot unfolds and the almost unbearable tension was absolutely masterful. I can definitely understand the hype - superb.,amazing storytelling coupled beautiful direction found lot acting bit soso one two characters ever slightly uninterestingbut way plot unfolds almost unbearable tension absolutely masterful definitely understand hype superb,amazing storytelling coupled beautiful direction found lot acting bit soso one two character ever slightly uninterestingbut way plot unfolds almost unbearable tension absolutely masterful definitely understand hype superb,positive
2351,"Bong Joon-ho conjures yet another great film filled to the brim with social critique and reflection. As with much of Snowpiercer, this film’s body takes on social division and inequality, and puts the spotlight on the attitude of those from the top towards those at the bottom and vice versa.",bong joonho conjures yet another great film filled brim social critique reflection much snowpiercer films body takes social division inequality puts spotlight attitude top towards bottom vice versa,bong joonho conjures yet another great film filled brim social critique reflection much snowpiercer film body take social division inequality put spotlight attitude top towards bottom vice versa,positive
2352,"I don't think any movie has messed me up this much in a very long time. Once again, Joon-ho Bong proves himself worthy of his reputation as one of the most talented contemporary filmmakers working - in South Korea, and worldwide as well. With Parasite, he just might have jumped up to the very top of my list of favorites, and after I have previously only seen three of his films (Okja, Memories of Murder and Snowpiercer), there is now no way anymore I am going to postpone catching up on his other films any longer.",dont think movie messed much long time joonho bong proves worthy reputation one talented contemporary filmmakers working south korea worldwide well parasite might jumped top list favorites previously seen three films okja memories murder snowpiercer way anymore going postpone catching films longer,dont think movie messed much long time joonho bong prof worthy reputation one talented contemporary filmmaker working south korea worldwide well parasite might jumped top list favorite previously seen three film okja memory murder snowpiercer way anymore going postpone catching film longer,positive
2353,"Devious and ingenious dramedy that coils and locks into place seemlessy. It’s after the springloaded climax where the film loses a bit of balance. Still, can’t think of a film as stylish, hilarious, and gorgeously shot from this year.",devious ingenious dramedy coils locks place seemlessy springloaded climax film loses bit balance still cant think film stylish hilarious gorgeously shot year,devious ingenious dramedy coil lock place seemlessy springloaded climax film loses bit balance still cant think film stylish hilarious gorgeously shot year,positive
2354,someone hit me in the head with a rock cos i wanna watch this for the fourth time and be amazed again,someone hit head rock cos wan na watch fourth time amazed,someone hit head rock co wan na watch fourth time amazed,negative
2355,"Bong Joon-ho’s most entertaining film to date, blending family drama with dark comedy. As the momentum picks up for the third act it becomes a heart pounding thriller with high stakes. The film also works as an intricate social commentary piece, exploring the harmony and divide between the low and high social classes in South Korean society through paralleling both families. Bong Joon-ho does a great job in creating an ambitious allegory depicting various social pressures without blaming a particular group in society, but rather cleverly blurs the lines between right and wrong through flawed-yet relatable characters. While I very much enjoyed Parasite and highly recommend it, some of the plot choices in the epilogue felt out of place and impacted the film’s momentum for me.",bong joonhos entertaining film date blending family drama dark comedy momentum picks third act becomes heart pounding thriller high stakes film also works intricate social commentary piece exploring harmony divide low high social classes south korean society paralleling families bong joonho great job creating ambitious allegory depicting various social pressures without blaming particular group society rather cleverly blurs lines right wrong flawedyet relatable characters much enjoyed parasite highly recommend plot choices epilogue felt place impacted films momentum,bong joonhos entertaining film date blending family drama dark comedy momentum pick third act becomes heart pounding thriller high stake film also work intricate social commentary piece exploring harmony divide low high social class south korean society paralleling family bong joonho great job creating ambitious allegory depicting various social pressure without blaming particular group society rather cleverly blur line right wrong flawedyet relatable character much enjoyed parasite highly recommend plot choice epilogue felt place impacted film momentum,positive
2356,i don’t think i’ve ever seen anything like this.,dont think ive ever seen anything like,dont think ive ever seen anything like,neutral
2357,"a masterpiece. it's a tapestry of different genres, woven together to create a sharply coherent image, which in other hands could have been a jumbled mess of colour. the opening scenes work so well as an intriguing yet homely comedy that the film doesn't really need to give anything more - but man, does it give more. every scene is a masterclass in construction. it's unpredictable but not messy, clever but not obnoxious, and funny, but by the end, not fun. quite simply a work of genius and the best film of the year so far.",masterpiece tapestry different genres woven together create sharply coherent image hands could jumbled mess colour opening scenes work well intriguing yet homely comedy film doesnt really need give anything man give every scene masterclass construction unpredictable messy clever obnoxious funny end fun quite simply work genius best film year far,masterpiece tapestry different genre woven together create sharply coherent image hand could jumbled mess colour opening scene work well intriguing yet homely comedy film doesnt really need give anything man give every scene masterclass construction unpredictable messy clever obnoxious funny end fun quite simply work genius best film year far,positive
2358,"Going in, I knew the last 20 minutes would take a turn, but HOLY SHIT, I did not expect that!",going knew last 20 minutes would take turn holy shit expect,going knew last 20 minute would take turn holy shit expect,negative
2359,"This is a sharp look at class and psychology, peeling back layers like it’s dissecting a fractured mind. For me, the Park family’s house says it all. The upper levels are all about appearances—wealth and aspiration—while the basement is where the uncomfortable truths hide. It’s like Freud’s model of the psyche: the conscious mind on display above and the repressed trauma shoved below. When that basement comes to the surface, it’s like watching years of tension and denial break through, and it unravels everything.",sharp look class psychology peeling back layers like dissecting fractured mind park familys house says upper levels appearanceswealth aspirationwhile basement uncomfortable truths hide like freuds model psyche conscious mind display repressed trauma shoved basement comes surface like watching years tension denial break unravels everything,sharp look class psychology peeling back layer like dissecting fractured mind park family house say upper level appearanceswealth aspirationwhile basement uncomfortable truth hide like freud model psyche conscious mind display repressed trauma shoved basement come surface like watching year tension denial break unravels everything,negative
2360,it shouldn't have taken the academy to make a foreign film the best picture winner this long,shouldnt taken academy make foreign film best picture winner long,shouldnt taken academy make foreign film best picture winner long,positive
2361,Wow this is just simply a masterpiece.,wow simply masterpiece,wow simply masterpiece,positive
2362,"Guys. I was recently recommended this movie by a user named Guymera. I had always heard that this was a well reviewed and respected movie but I had no idea what was awaiting me. Honestly I am quite speechless. This made my stomach hurt but in the fun way like getting on a rollercoaster. There was also a part towards the middle that I thought my chest was going to explode. What started as a tense and calculated scheme spiraled into chaos that could never repair what was lost, all handled and shot with such beauty and care. I also like how it is mean to rich people and the upper class. Not to be crude, but rich people are a**holes who often spit on the lower class so I did not feel bad for too much of what they got, even if they weren't the worst people. This movie is wild guys. Guymera thank you for showing me this instant classic. I can see myself watching this for years to come and I can easily recommend this to many. I have a feeling that America will remake this one day and it will be the worst movie I have ever seen. But at least we have this. Cherish the little things.",guys recently recommended movie user named guymera always heard well reviewed respected movie idea awaiting honestly quite speechless made stomach hurt fun way like getting rollercoaster also part towards middle thought chest going explode started tense calculated scheme spiraled chaos could never repair lost handled shot beauty care also like mean rich people upper class crude rich people aholes often spit lower class feel bad much got even werent worst people movie wild guys guymera thank showing instant classic see watching years come easily recommend many feeling america remake one day worst movie ever seen least cherish little things,guy recently recommended movie user named guymera always heard well reviewed respected movie idea awaiting honestly quite speechless made stomach hurt fun way like getting rollercoaster also part towards middle thought chest going explode started tense calculated scheme spiraled chaos could never repair lost handled shot beauty care also like mean rich people upper class crude rich people aholes often spit lower class feel bad much got even werent worst people movie wild guy guymera thank showing instant classic see watching year come easily recommend many feeling america remake one day worst movie ever seen least cherish little thing,negative
2363,Collection: Academy Award for Best Picture,collection academy award best picture,collection academy award best picture,positive
2364,Added a banger to Netflix,added banger netflix,added banger netflix,neutral
2365,eating the rich in a way that messes with their heads and slowly destroys their lives,eating rich way messes heads slowly destroys lives,eating rich way mess head slowly destroys life,negative
2366,Good god this is a good movie,good god good movie,good god good movie,positive
2367,Stfu I know I’m late. Yes it was absolutely amazing.,stfu know im late yes absolutely amazing,stfu know im late yes absolutely amazing,positive
2368,first rewatch in years ;),first rewatch years,first rewatch year,positive
2369,"Parasite will always have a special place in my heart, not only because it is a masterpiece but also because it opened the doors to international films on a bigger stage. It winning that Oscar was indeed one of the most significant cinematic moments, it made the world cinema to recognize many more regional works. It is that one classic film which revolutionized the cinematic experience for whole film industries and hence the recent growth and popularity of Regional cinemas across the common audience!",parasite always special place heart masterpiece also opened doors international films bigger stage winning oscar indeed one significant cinematic moments made world cinema recognize many regional works one classic film revolutionized cinematic experience whole film industries hence recent growth popularity regional cinemas across common audience,parasite always special place heart masterpiece also opened door international film bigger stage winning oscar indeed one significant cinematic moment made world cinema recognize many regional work one classic film revolutionized cinematic experience whole film industry hence recent growth popularity regional cinema across common audience,positive
2370,"I love rewatching this with people who've never seen it before. There's always that moment where they're first descending into the basement, and there's that palpable feeling of ""what the fuck kind of movie are we in right now."" This had the feeling of being an instant classic when it came out, and three years later that has held strong. Whenever the seemingly hopeless state of modern moviemaking threatens to overwhelm you, it's important to remember that movies like this can still happen.",love rewatching people whove never seen theres always moment theyre first descending basement theres palpable feeling fuck kind movie right feeling instant classic came three years later held strong whenever seemingly hopeless state modern moviemaking threatens overwhelm important remember movies like still happen,love rewatching people whove never seen there always moment theyre first descending basement there palpable feeling fuck kind movie right feeling instant classic came three year later held strong whenever seemingly hopeless state modern moviemaking threatens overwhelm important remember movie like still happen,positive
2371,Ngl that party scene reminded me of that one video where that one guy just goes around slapping people.,ngl party scene reminded one video one guy goes around slapping people,ngl party scene reminded one video one guy go around slapping people,neutral
2372,No long review today,long review today,long review today,negative
2373,"Some months ago, I wrote in my review for Bong Joon-Ho's masterpiece Memories of Murder (as well as in my original review for this film) that I felt that there was something that I was missing in Parasite after my first viewing back when it was released in theaters, and that this was something that I had experienced with other critically-acclaimed South Korean films in the past. I recognized, of course, that this was a tremendously well-made film by a tremendously talented filmmaker, but highest-rated film on Letterboxd (at the time)? First foreign-language Best Picture winner (to be)? I just wasn't sure that I got the hype.",months ago wrote review bong joonhos masterpiece memories murder well original review film felt something missing parasite first viewing back released theaters something experienced criticallyacclaimed south korean films past recognized course tremendously wellmade film tremendously talented filmmaker highestrated film letterboxd time first foreignlanguage best picture winner wasnt sure got hype,month ago wrote review bong joonhos masterpiece memory murder well original review film felt something missing parasite first viewing back released theater something experienced criticallyacclaimed south korean film past recognized course tremendously wellmade film tremendously talented filmmaker highestrated film letterboxd time first foreignlanguage best picture winner wasnt sure got hype,positive
2374,peach,peach,peach,neutral
2375,I hope Hollywood NEVER remakes this.,hope hollywood never remakes,hope hollywood never remake,neutral
2376,You know a movie is magical when it makes you still want to pull your hair out on a third or fourth watch.,know movie magical makes still want pull hair third fourth watch,know movie magical make still want pull hair third fourth watch,positive
2377,pair of sight,pair sight,pair sight,neutral
2378,My mom's reaction to the film: “It’s horrible and makes no sense.”,moms reaction film horrible makes sense,mom reaction film horrible make sense,negative
2379,This that good good shit. 🍑🎂,good good shit,good good shit,positive
2380,This film blew my socks off and I have nothing to say that hasn't already been said by far smarter people than me.,film blew socks nothing say hasnt already said far smarter people,film blew sock nothing say hasnt already said far smarter people,positive
2381,Geography Classes,geography classes,geography class,neutral
2382,Gattdamn. The fuck is this doing at SEED #1 on Letterboxd's Top 250 movies???,gattdamn fuck seed 1 letterboxds top 250 movies,gattdamn fuck seed 1 letterboxds top 250 movie,positive
2383,"2019 movie viewings, #117. I know it sounds a bit racist at first to say that no one does horror quite like the South Koreans; but I mean that less as a statement about South Koreans themselves and more a cultural reflection of the current state of the South Korean film industry, which for some reason has embraced the idea of horror as a harbinger of social change way more than most other nations' film industries (especially the US, which despite its recent run of indie hits is still mostly defined by the franchise-friendly '80s paradigm of ""Holy Fuck, It's Gonna Kill Us All!""). Bong Joon Ho is a great example of what I'm talking about, a director who has always inserted at least a dollop of political commentary into his genre flicks, most recently in his otherwise cartoonish ""the rich fight the poor in a luxury supertrain"" actioner Snowpiercer. But in his newest, the universally praised Parasite (which last week officially became the highest rated film in the history of Letterboxd), Bong both ups the ante of his political activism, and dials down his message into a subtle and complex milieu that defies easy explanation, easily the main reason that this film seems to be resonating with such a larger part of the general population than psychological horror movies usually do.",2019 movie viewings 117 know sounds bit racist first say one horror quite like south koreans mean less statement south koreans cultural reflection current state south korean film industry reason embraced idea horror harbinger social change way nations film industries especially us despite recent run indie hits still mostly defined franchisefriendly 80s paradigm holy fuck gon na kill us bong joon ho great example im talking director always inserted least dollop political commentary genre flicks recently otherwise cartoonish rich fight poor luxury supertrain actioner snowpiercer newest universally praised parasite last week officially became highest rated film history letterboxd bong ups ante political activism dials message subtle complex milieu defies easy explanation easily main reason film seems resonating larger part general population psychological horror movies usually,2019 movie viewing 117 know sound bit racist first say one horror quite like south korean mean less statement south korean cultural reflection current state south korean film industry reason embraced idea horror harbinger social change way nation film industry especially u despite recent run indie hit still mostly defined franchisefriendly 80 paradigm holy fuck gon na kill u bong joon ho great example im talking director always inserted least dollop political commentary genre flick recently otherwise cartoonish rich fight poor luxury supertrain actioner snowpiercer newest universally praised parasite last week officially became highest rated film history letterboxd bong ups ante political activism dial message subtle complex milieu defies easy explanation easily main reason film seems resonating larger part general population psychological horror movie usually,positive
2384,"Parasite is definitely worthy of all the praise it's getting, it's simply a complete movie, perfect in almost every aspect. It takes you to an intense emotional ride that perpasses several different genres and tones with a masterful domain of the cinematic form by director Bong Joon-Ho. It's hard for a film taking so many tonal shifts to really work like this, it's a risk that is usually the downfall of many promising productions, yet in here it works perfectly and that's specially why it hits so hard. The director's previous work, 'Okja', for exemple, also takes risks and it really left something to be desired and divided opinions.",parasite definitely worthy praise getting simply complete movie perfect almost every aspect takes intense emotional ride perpasses several different genres tones masterful domain cinematic form director bong joonho hard film taking many tonal shifts really work like risk usually downfall many promising productions yet works perfectly thats specially hits hard directors previous work okja exemple also takes risks really left something desired divided opinions,parasite definitely worthy praise getting simply complete movie perfect almost every aspect take intense emotional ride perpasses several different genre tone masterful domain cinematic form director bong joonho hard film taking many tonal shift really work like risk usually downfall many promising production yet work perfectly thats specially hit hard director previous work okja exemple also take risk really left something desired divided opinion,positive
2385,"I don’t typically like to get super personal with what I write here on Letterboxd but I think I should start off this review with a little something. I’ve been employed by Regal Cinemas as a bartender for the better part of two years and as of this week that time has officially come to an end. Working at Regal is the reason I even found out about Letterboxd in the first place, it was a job where I got to talk about movies all day and make friends with other movie buffs and without it I wouldn’t be here writing this review. It was also, incidentally, a job that offered me some free movie tickets. Parasite marks the 65th and final free movie I got to see as a Regal employee and I felt that fact deserved noting.",dont typically like get super personal write letterboxd think start review little something ive employed regal cinemas bartender better part two years week time officially come end working regal reason even found letterboxd first place job got talk movies day make friends movie buffs without wouldnt writing review also incidentally job offered free movie tickets parasite marks 65th final free movie got see regal employee felt fact deserved noting,dont typically like get super personal write letterboxd think start review little something ive employed regal cinema bartender better part two year week time officially come end working regal reason even found letterboxd first place job got talk movie day make friend movie buff without wouldnt writing review also incidentally job offered free movie ticket parasite mark 65th final free movie got see regal employee felt fact deserved noting,positive
2386,this movie has a scene identical to the ending of jackass 3d dir. jeff tremaine,movie scene identical ending jackass 3d dir jeff tremaine,movie scene identical ending jackass 3d dir jeff tremaine,negative
2387,"So maybe you guys remember that I saw Parasite a few months ago on a screener. I was very warm to the film, giving it an initial 4/5 star rating saying it was a great film with an excellent screenplay. Yet, my lackluster review did not give Parasite the credit it deserved. I also wrote in that review that I would see the movie again on the big screen because it felt like a movie that demanded to be seen on a big screen in a darkened theatre. Oh boy was I right on that one as well- Parasite just absolutely transfixes its audience when its played in a theatre. I haven't been this memorized by a film since maybe seeing Roma in theaters.",maybe guys remember saw parasite months ago screener warm film giving initial 45 star rating saying great film excellent screenplay yet lackluster review give parasite credit deserved also wrote review would see movie big screen felt like movie demanded seen big screen darkened theatre oh boy right one well parasite absolutely transfixes audience played theatre havent memorized film since maybe seeing roma theaters,maybe guy remember saw parasite month ago screener warm film giving initial 45 star rating saying great film excellent screenplay yet lackluster review give parasite credit deserved also wrote review would see movie big screen felt like movie demanded seen big screen darkened theatre oh boy right one well parasite absolutely transfixes audience played theatre havent memorized film since maybe seeing rom theater,positive
2388,I forgot something in the basement under the kitchen.,forgot something basement kitchen,forgot something basement kitchen,neutral
2389,yes i watched it again cause im a crackhead and i need to show it to everyone best movie of the millennium baby come along and take a hit from the bong,yes watched cause im crackhead need show everyone best movie millennium baby come along take hit bong,yes watched cause im crackhead need show everyone best movie millennium baby come along take hit bong,positive
2390,"A movie that is easily one of the best films of the year that should be seen if possible! HOT DAMN, that ending played me for a fool.",movie easily one best films year seen possible hot damn ending played fool,movie easily one best film year seen possible hot damn ending played fool,positive
2391,"It’s the best Korean film I have ever watch it’s very funny,mystery and have a very great performance of cast in the movie. Probably it is the best film of the year.",best korean film ever watch funnymystery great performance cast movie probably best film year,best korean film ever watch funnymystery great performance cast movie probably best film year,positive
2392,"This is probably the best second half of a film I have seen this year, in fact I am struggling because let’s be honest the first act of Endgame was not the best but neither was this first but they most saved there movie by having some of the best 2nd and 3rd acts this year but for 2 completely different reasons. While Endgame’s 2nd act was throwbacks and the 3rd act was fanservice galore. Parasite that lost its shit and went completely bonkers half way through the film, it was fantastic I would go so far to say the second half of this film is masterful.",probably best second half film seen year fact struggling lets honest first act endgame best neither first saved movie best 2nd 3rd acts year 2 completely different reasons endgames 2nd act throwbacks 3rd act fanservice galore parasite lost shit went completely bonkers half way film fantastic would go far say second half film masterful,probably best second half film seen year fact struggling let honest first act endgame best neither first saved movie best 2nd 3rd act year 2 completely different reason endgame 2nd act throwback 3rd act fanservice galore parasite lost shit went completely bonkers half way film fantastic would go far say second half film masterful,positive
2393,I've struggled to figure out how to talk about this movie for 5 days for two reasons.,ive struggled figure talk movie 5 days two reasons,ive struggled figure talk movie 5 day two reason,neutral
2394,Well fuck I guess I'm in the #bonghive now.,well fuck guess im bonghive,well fuck guess im bonghive,negative
2395,"idk what is to say about this film, its all been told and documented.",idk say film told documented,idk say film told documented,neutral
2396,"Does anyone else put off watching critically acclaimed films because they're scared they won't live up to expectations? Well Parasite managed to exceed all the worthy hype and more. I somehow went into this five-year-old movie spoiler-free which made for a great watch, the second half of the film is so stressful. Bong Joon-ho's direction is amazing and the films cinematography is gorgeous. The entire cast is phenomenal but I really enjoyed Song Kang-ho and Cho Yeo-jeong's performances. The theme of class division is nicely mixed with dark comedy and surprising twists. Parasite is the peak of 2010s cinema and will continue to be one of the most influential foreign movies.",anyone else put watching critically acclaimed films theyre scared wont live expectations well parasite managed exceed worthy hype somehow went fiveyearold movie spoilerfree made great watch second half film stressful bong joonhos direction amazing films cinematography gorgeous entire cast phenomenal really enjoyed song kangho cho yeojeongs performances theme class division nicely mixed dark comedy surprising twists parasite peak 2010s cinema continue one influential foreign movies,anyone else put watching critically acclaimed film theyre scared wont live expectation well parasite managed exceed worthy hype somehow went fiveyearold movie spoilerfree made great watch second half film stressful bong joonhos direction amazing film cinematography gorgeous entire cast phenomenal really enjoyed song kangho cho yeojeongs performance theme class division nicely mixed dark comedy surprising twist parasite peak 2010s cinema continue one influential foreign movie,positive
2397,fuck big houses.,fuck big houses,fuck big house,negative
2398,I’d kill someone too if they say I stink,id kill someone say stink,id kill someone say stink,neutral
2399,one of the funnest things on Earth is watching this with friends who’ve never seen it before and just enjoying their reactions to where it goes as much as the actual movie,one funnest things earth watching friends whove never seen enjoying reactions goes much actual movie,one funnest thing earth watching friend whove never seen enjoying reaction go much actual movie,positive
2400,"i know some people that started to watch this, then quit halfway through. let’s have a prayer for them tonight 🙏 🥺",know people started watch quit halfway lets prayer tonight,know people started watch quit halfway let prayer tonight,neutral
2401,not at all what i was expecting it to be but it was so good,expecting good,expecting good,positive
2402,"2019 was such a peak year for movies, but i can understand why it won best picture among other incredible movies",2019 peak year movies understand best picture among incredible movies,2019 peak year movie understand best picture among incredible movie,positive
2403,A truly perfect movie. Those last few minutes hit so hard and are brilliant. So happy this exists and continues to delight on every rewatch,truly perfect movie last minutes hit hard brilliant happy exists continues delight every rewatch,truly perfect movie last minute hit hard brilliant happy exists continues delight every rewatch,positive
2404,It's so metaphorical,metaphorical,metaphorical,neutral
